model,N,effect,replicate,lambda_emp,lambda_thr97,lambda_p,detect_lambda,eig1_obs,eig1_thr97,eig1_p,detect_pca
cline,100,0.01,65,1.0254066209632378,1.0,,1,1.2257170969460167,1.5477320613535541,,0
cline,100,0.01,66,1.0204390764966937,1.0,,1,1.2139365819824504,1.5477320613535541,,0
cline,100,0.01,67,0.9954392583257998,1.0,,0,1.2161353044932497,1.5477320613535541,,0
cline,100,0.01,68,1.0019495840224562,1.0,,1,1.222480364732607,1.5477320613535541,,0
cline,100,0.01,69,1.0258001165338198,1.0,,1,1.2201761151746306,1.5477320613535541,,0
cline,100,0.01,70,1.0043994809127834,1.0,,1,1.2131902488050152,1.5477320613535541,,0
cline,100,0.01,71,1.005192793641772,1.0,,1,1.219387498997855,1.5477320613535541,,0
cline,100,0.01,72,1.0252212210288045,1.0,,1,1.2045803789837366,1.5477320613535541,,0
cline,100,0.01,73,1.0361006260496792,1.0,,1,1.2083297021274853,1.5477320613535541,,0
cline,100,0.01,74,1.0228639457021627,1.0,,1,1.2147223958053237,1.5477320613535541,,0
cline,100,0.01,75,1.0331935487344304,1.0,,1,1.2114407113897083,1.5477320613535541,,0
cline,100,0.01,76,1.0087377544765925,1.0,,1,1.2029197154775533,1.5477320613535541,,0
cline,100,0.01,77,1.0289774110951955,1.0,,1,1.2075290540103674,1.5477320613535541,,0
cline,100,0.01,78,1.0160928289456783,1.0,,1,1.2060967504087368,1.5477320613535541,,0
cline,100,0.01,79,1.0391311579569025,1.0,,1,1.2149636754991477,1.5477320613535541,,0
cline,100,0.01,80,1.0408032116580945,1.0,,1,1.2159503622738344,1.5477320613535541,,0
cline,100,0.01,81,1.001249163218008,1.0,,1,1.2121667620301946,1.5477320613535541,,0
cline,100,0.01,82,1.0245077329740107,1.0,,1,1.2096446224209865,1.5477320613535541,,0
cline,100,0.01,83,1.0149397058679643,1.0,,1,1.2078861155702838,1.5477320613535541,,0
cline,100,0.01,84,1.0025020682065504,1.0,,1,1.2186357336087799,1.5477320613535541,,0
cline,100,0.01,85,1.0346311661096255,1.0,,1,1.206555514957971,1.5477320613535541,,0
cline,100,0.01,86,1.0473821307311777,1.0,,1,1.2103596841567583,1.5477320613535541,,0
cline,100,0.01,87,1.034101653161045,1.0,,1,1.2124744095860425,1.5477320613535541,,0
cline,100,0.01,88,1.0325706262427625,1.0,,1,1.2136392600892845,1.5477320613535541,,0
cline,100,0.01,89,1.031024952038337,1.0,,1,1.2071778118063834,1.5477320613535541,,0
cline,100,0.01,90,1.0124417750911012,1.0,,1,1.2166046298696946,1.5477320613535541,,0
cline,100,0.01,91,1.0396105532778595,1.0,,1,1.2338321711321218,1.5477320613535541,,0
cline,100,0.01,92,1.0214392755865604,1.0,,1,1.2239471617701962,1.5477320613535541,,0
cline,100,0.01,93,1.0312085586649475,1.0,,1,1.2065076123454312,1.5477320613535541,,0
cline,100,0.01,94,1.047898670646953,1.0,,1,1.2003488487697296,1.5477320613535541,,0
cline,100,0.01,95,1.0264892212616687,1.0,,1,1.2130041314748736,1.5477320613535541,,0
cline,100,0.01,96,1.0077071849698058,1.0,,1,1.2149707419447995,1.5477320613535541,,0
cline,100,0.01,97,1.0119059428068802,1.0,,1,1.21198641660022,1.5477320613535541,,0
cline,100,0.01,98,1.0109770648025447,1.0,,1,1.1965594200043876,1.5477320613535541,,0
cline,100,0.01,99,1.0047182957116332,1.0,,1,1.2073201135825808,1.5477320613535541,,0
cline,100,0.015,0,1.0072884404555205,1.0,,1,1.2115022173270868,1.5477320613535541,,0
cline,100,0.015,1,1.0404591609405573,1.0,,1,1.2053580937380846,1.5477320613535541,,0
cline,100,0.015,2,1.0328201488325768,1.0,,1,1.2103355085996386,1.5477320613535541,,0
cline,100,0.015,3,1.0658436448195574,1.0,,1,1.2261625560453084,1.5477320613535541,,0
cline,100,0.015,4,1.0251607460718064,1.0,,1,1.2148591451075696,1.5477320613535541,,0
cline,100,0.015,5,1.0290395703279744,1.0,,1,1.214668256803177,1.5477320613535541,,0
cline,100,0.015,6,1.0202872613501182,1.0,,1,1.2113384616045673,1.5477320613535541,,0
cline,100,0.015,7,1.0040321338992293,1.0,,1,1.2149303213712952,1.5477320613535541,,0
cline,100,0.015,8,1.02811476083682,1.0,,1,1.2205574777760297,1.5477320613535541,,0
cline,100,0.015,9,1.0200288910420647,1.0,,1,1.2202750667327595,1.5477320613535541,,0
cline,100,0.015,10,1.048996507685472,1.0,,1,1.2168904764505202,1.5477320613535541,,0
cline,100,0.015,11,1.050638109919189,1.0,,1,1.2090519502930306,1.5477320613535541,,0
cline,100,0.015,12,1.043696208764521,1.0,,1,1.207846981994654,1.5477320613535541,,0
cline,100,0.015,13,1.0412053961401049,1.0,,1,1.215562443142268,1.5477320613535541,,0
cline,100,0.015,14,1.042556706624771,1.0,,1,1.2176826893013635,1.5477320613535541,,0
cline,100,0.015,15,1.038430490168678,1.0,,1,1.205708508928695,1.5477320613535541,,0
cline,100,0.015,16,1.0499556344974499,1.0,,1,1.2112198404926158,1.5477320613535541,,0
cline,100,0.015,17,0.9894566499466236,1.0,,0,1.2035024247469517,1.5477320613535541,,0
